x,y,z,s,layer_index,turn_index,B_at_600A_T,angle_at_600A_deg,quench_current_A,status
0.0013630486210407305,0.06363695137895928,0.0016666666666666666,0.03136304862104073,2,477,8.054302136233474,59.19386725644282,508.51349609977063,ok
0.0013347469811337913,0.06309503844102742,0.0029999999999999996,0.03133474698113379,2,477,6.093827398143389,93.68529047395927,,never_quenched
0.002830530971075958,0.06019356823943792,0.0026666666666666666,0.03283053097107596,2,477,5.425562245214457,43.42676528861199,564.0608217827493,ok
0.0014957839899421663,0.05834852979841051,0.0013333333333333333,0.03149578398994216,2,477,5.433873522128132,30.613548443585195,555.802939783935,ok
0.004198061628228644,0.06627041179469127,0.009,0.034198061628228645,0,381,10.08524628881306,101.16169547665956,,never_quenched
0.005084746981133779,0.06731378844102742,0.007666666666666667,0.03508474698113378,1,381,10.536638533244586,95.6894809143351,,never_quenched
0.0073242299178359425,0.06434738777112846,0.008,0.03732422991783594,1,381,8.107340465965377,117.58364837258428,513.4830619116368,ok
0.00165176368605901,0.05376921582625474,0.008,0.03165176368605901,1,381,6.225485236659753,126.13188268887293,541.9018968233556,ok
0.00165176368605901,0.05376921582625474,0.009,0.03165176368605901,0,381,7.367263625445416,137.18724069569836,494.86671493048743,ok
0.005084746981133779,0.06731378844102742,0.006666666666666666,0.03508474698113378,1,381,10.661155870026125,92.99745936742708,,never_quenched
0.0036008931223811378,0.05512715041033138,0.007666666666666666,0.03360089312238114,1,381,5.358415280043576,108.25778595197733,,never_quenched
0.00856387027347878,0.06083405787530403,0.008333333333333333,0.03856387027347878,0,381,2.5196988865563332,145.17769454114176,,never_quenched
0.004680798271721965,0.06218669213729394,0.009666666666666667,0.03468079827172196,0,381,8.275191971588129,160.27767056162713,464.5317669733682,ok
0.0060939123035676935,0.057793938725957866,0.009666666666666667,0.03609391230356769,0,381,8.317939262558749,169.66191969293462,466.35676859985716,ok
0.008072001447625262,0.060601830596846255,0.009,0.038072001447625264,0,381,3.4959473321357857,152.4579028284806,,never_quenched
0.00450349151562207,0.06580413787821925,0.005666666666666667,0.03450349151562207,1,381,10.675623996128364,94.01121320238384,,never_quenched
0.0073159915156220615,0.06418034024612343,0.006333333333333334,0.03731599151562206,1,381,7.475923085831825,96.83979379521982,,never_quenched
0.0050240966432518516,0.05798632883932343,0.006666666666666667,0.03502409664325185,1,381,0.8868585331656267,47.97464574295086,,never_quenched
0.0026284915156220764,0.06346038787821924,0.005333333333333333,0.032628491515622075,1,381,6.138669692306558,89.73374255187174,,never_quenched
0.003074967206929724,0.05897214425524679,0.005666666666666667,0.03307496720692972,1,381,0.8210648066336322,142.31984324764485,,never_quenched
0.0017812226724414387,0.05579429481805495,0.006666666666666667,0.03178122267244144,1,381,5.596178785934119,107.67873613604364,,never_quenched
0.004033541410337495,0.05243512714117704,0.010666666666666666,0.034033541410337494,0,381,10.65491297096785,137.25448714712493,427.51659355745545,ok
0.00639127805383081,0.05772640748377973,0.010333333333333333,0.03639127805383081,0,381,4.977036406473055,168.96570750658347,564.9402740887102,ok
0.004750667785500434,0.062209138869280756,0.010333333333333333,0.034750667785500435,0,381,4.533829776373195,143.47081835024585,588.5821604190484,ok
0.005641613060949234,0.05990050336770671,0.012,0.035641613060949234,0,381,7.75018986471385,174.98963243065535,478.874346063487,ok
0.00849121853029607,0.060736510988767166,0.010999999999999998,0.038491218530296065,0,381,9.971400952820987,177.8044477041277,434.6030655276153,ok
0.004033541410337496,0.054778877141177046,0.013333333333333334,0.034033541410337494,0,381,12.533911197402396,152.2561295207833,395.1723556929891,ok
0.00611795338435286,0.051357934584076594,0.013666666666666667,0.036117953384352856,0,381,16.81710667688347,146.51728561358797,401.2429614756375,ok
0.002933184160873321,0.06772907008565067,0.010666666666666666,0.03293318416087332,0,381,10.127699614886197,109.54810810610641,508.8499798897565,ok
